image,mask,case,slice
experiments\preprocessed_debug\images\adc_s160.png,experiments\preprocessed_debug\masks\adc_s160.png,adc,160
experiments\preprocessed_debug\images\adc_s161.png,experiments\preprocessed_debug\masks\adc_s161.png,adc,161
experiments\preprocessed_debug\images\adc_s162.png,experiments\preprocessed_debug\masks\adc_s162.png,adc,162
experiments\preprocessed_debug\images\adc_s163.png,experiments\preprocessed_debug\masks\adc_s163.png,adc,163
experiments\preprocessed_debug\images\adc_s164.png,experiments\preprocessed_debug\masks\adc_s164.png,adc,164
experiments\preprocessed_debug\images\adc_s165.png,experiments\preprocessed_debug\masks\adc_s165.png,adc,165
experiments\preprocessed_debug\images\adc_s166.png,experiments\preprocessed_debug\masks\adc_s166.png,adc,166
experiments\preprocessed_debug\images\adc_s167.png,experiments\preprocessed_debug\masks\adc_s167.png,adc,167
experiments\preprocessed_debug\images\adc_s168.png,experiments\preprocessed_debug\masks\adc_s168.png,adc,168
experiments\preprocessed_debug\images\adc_s169.png,experiments\preprocessed_debug\masks\adc_s169.png,adc,169
experiments\preprocessed_debug\images\adc_s170.png,experiments\preprocessed_debug\masks\adc_s170.png,adc,170
experiments\preprocessed_debug\images\adc_s171.png,experiments\preprocessed_debug\masks\adc_s171.png,adc,171
experiments\preprocessed_debug\images\adc_s172.png,experiments\preprocessed_debug\masks\adc_s172.png,adc,172
experiments\preprocessed_debug\images\adc_s173.png,experiments\preprocessed_debug\masks\adc_s173.png,adc,173
experiments\preprocessed_debug\images\adc_s174.png,experiments\preprocessed_debug\masks\adc_s174.png,adc,174
experiments\preprocessed_debug\images\adc_s175.png,experiments\preprocessed_debug\masks\adc_s175.png,adc,175
experiments\preprocessed_debug\images\adc_s176.png,experiments\preprocessed_debug\masks\adc_s176.png,adc,176
experiments\preprocessed_debug\images\adc_s177.png,experiments\preprocessed_debug\masks\adc_s177.png,adc,177
experiments\preprocessed_debug\images\adc_s178.png,experiments\preprocessed_debug\masks\adc_s178.png,adc,178
experiments\preprocessed_debug\images\adc_s179.png,experiments\preprocessed_debug\masks\adc_s179.png,adc,179
experiments\preprocessed_debug\images\adc_s180.png,experiments\preprocessed_debug\masks\adc_s180.png,adc,180
experiments\preprocessed_debug\images\adc_s181.png,experiments\preprocessed_debug\masks\adc_s181.png,adc,181
experiments\preprocessed_debug\images\adc_s182.png,experiments\preprocessed_debug\masks\adc_s182.png,adc,182
experiments\preprocessed_debug\images\adc_s183.png,experiments\preprocessed_debug\masks\adc_s183.png,adc,183
experiments\preprocessed_debug\images\adc_s184.png,experiments\preprocessed_debug\masks\adc_s184.png,adc,184
experiments\preprocessed_debug\images\adc_s185.png,experiments\preprocessed_debug\masks\adc_s185.png,adc,185
experiments\preprocessed_debug\images\adc_s186.png,experiments\preprocessed_debug\masks\adc_s186.png,adc,186
experiments\preprocessed_debug\images\adc_s187.png,experiments\preprocessed_debug\masks\adc_s187.png,adc,187
experiments\preprocessed_debug\images\adc_s188.png,experiments\preprocessed_debug\masks\adc_s188.png,adc,188
experiments\preprocessed_debug\images\adc_s189.png,experiments\preprocessed_debug\masks\adc_s189.png,adc,189
experiments\preprocessed_debug\images\adc_s190.png,experiments\preprocessed_debug\masks\adc_s190.png,adc,190
experiments\preprocessed_debug\images\adc_s191.png,experiments\preprocessed_debug\masks\adc_s191.png,adc,191
experiments\preprocessed_debug\images\adc_s192.png,experiments\preprocessed_debug\masks\adc_s192.png,adc,192
experiments\preprocessed_debug\images\adc_s193.png,experiments\preprocessed_debug\masks\adc_s193.png,adc,193
experiments\preprocessed_debug\images\adc_s194.png,experiments\preprocessed_debug\masks\adc_s194.png,adc,194
experiments\preprocessed_debug\images\adc_s195.png,experiments\preprocessed_debug\masks\adc_s195.png,adc,195
experiments\preprocessed_debug\images\adc_s196.png,experiments\preprocessed_debug\masks\adc_s196.png,adc,196
experiments\preprocessed_debug\images\adc_s197.png,experiments\preprocessed_debug\masks\adc_s197.png,adc,197
experiments\preprocessed_debug\images\adc_s198.png,experiments\preprocessed_debug\masks\adc_s198.png,adc,198
experiments\preprocessed_debug\images\adc_s199.png,experiments\preprocessed_debug\masks\adc_s199.png,adc,199
experiments\preprocessed_debug\images\adc_s200.png,experiments\preprocessed_debug\masks\adc_s200.png,adc,200
experiments\preprocessed_debug\images\adc_s201.png,experiments\preprocessed_debug\masks\adc_s201.png,adc,201
experiments\preprocessed_debug\images\adc_s202.png,experiments\preprocessed_debug\masks\adc_s202.png,adc,202
experiments\preprocessed_debug\images\adc_s203.png,experiments\preprocessed_debug\masks\adc_s203.png,adc,203
experiments\preprocessed_debug\images\adc_s204.png,experiments\preprocessed_debug\masks\adc_s204.png,adc,204
experiments\preprocessed_debug\images\adc_s205.png,experiments\preprocessed_debug\masks\adc_s205.png,adc,205
experiments\preprocessed_debug\images\adc_s206.png,experiments\preprocessed_debug\masks\adc_s206.png,adc,206
experiments\preprocessed_debug\images\adc_s207.png,experiments\preprocessed_debug\masks\adc_s207.png,adc,207
experiments\preprocessed_debug\images\adc_s208.png,experiments\preprocessed_debug\masks\adc_s208.png,adc,208
experiments\preprocessed_debug\images\adc_s209.png,experiments\preprocessed_debug\masks\adc_s209.png,adc,209
experiments\preprocessed_debug\images\adc_s210.png,experiments\preprocessed_debug\masks\adc_s210.png,adc,210
experiments\preprocessed_debug\images\adc_s211.png,experiments\preprocessed_debug\masks\adc_s211.png,adc,211
experiments\preprocessed_debug\images\adc_s212.png,experiments\preprocessed_debug\masks\adc_s212.png,adc,212
experiments\preprocessed_debug\images\adc_s213.png,experiments\preprocessed_debug\masks\adc_s213.png,adc,213
experiments\preprocessed_debug\images\adc_s214.png,experiments\preprocessed_debug\masks\adc_s214.png,adc,214
experiments\preprocessed_debug\images\adc_s215.png,experiments\preprocessed_debug\masks\adc_s215.png,adc,215
experiments\preprocessed_debug\images\adc_s216.png,experiments\preprocessed_debug\masks\adc_s216.png,adc,216
experiments\preprocessed_debug\images\adc_s217.png,experiments\preprocessed_debug\masks\adc_s217.png,adc,217
experiments\preprocessed_debug\images\adc_s218.png,experiments\preprocessed_debug\masks\adc_s218.png,adc,218
experiments\preprocessed_debug\images\adc_s219.png,experiments\preprocessed_debug\masks\adc_s219.png,adc,219
experiments\preprocessed_debug\images\adc_s220.png,experiments\preprocessed_debug\masks\adc_s220.png,adc,220
experiments\preprocessed_debug\images\adc_s221.png,experiments\preprocessed_debug\masks\adc_s221.png,adc,221
experiments\preprocessed_debug\images\adc_s222.png,experiments\preprocessed_debug\masks\adc_s222.png,adc,222
experiments\preprocessed_debug\images\adc_s223.png,experiments\preprocessed_debug\masks\adc_s223.png,adc,223
experiments\preprocessed_debug\images\adc_s224.png,experiments\preprocessed_debug\masks\adc_s224.png,adc,224
experiments\preprocessed_debug\images\adc_s225.png,experiments\preprocessed_debug\masks\adc_s225.png,adc,225
experiments\preprocessed_debug\images\adc_s226.png,experiments\preprocessed_debug\masks\adc_s226.png,adc,226
experiments\preprocessed_debug\images\adc_s227.png,experiments\preprocessed_debug\masks\adc_s227.png,adc,227
experiments\preprocessed_debug\images\adc_s228.png,experiments\preprocessed_debug\masks\adc_s228.png,adc,228
experiments\preprocessed_debug\images\adc_s229.png,experiments\preprocessed_debug\masks\adc_s229.png,adc,229
experiments\preprocessed_debug\images\adc_s230.png,experiments\preprocessed_debug\masks\adc_s230.png,adc,230
experiments\preprocessed_debug\images\adc_s231.png,experiments\preprocessed_debug\masks\adc_s231.png,adc,231
experiments\preprocessed_debug\images\adc_s232.png,experiments\preprocessed_debug\masks\adc_s232.png,adc,232
experiments\preprocessed_debug\images\adc_s233.png,experiments\preprocessed_debug\masks\adc_s233.png,adc,233
experiments\preprocessed_debug\images\adc_s234.png,experiments\preprocessed_debug\masks\adc_s234.png,adc,234
experiments\preprocessed_debug\images\adc_s235.png,experiments\preprocessed_debug\masks\adc_s235.png,adc,235
experiments\preprocessed_debug\images\adc_s236.png,experiments\preprocessed_debug\masks\adc_s236.png,adc,236
experiments\preprocessed_debug\images\adc_s237.png,experiments\preprocessed_debug\masks\adc_s237.png,adc,237
experiments\preprocessed_debug\images\adc_s238.png,experiments\preprocessed_debug\masks\adc_s238.png,adc,238
experiments\preprocessed_debug\images\adc_s239.png,experiments\preprocessed_debug\masks\adc_s239.png,adc,239
experiments\preprocessed_debug\images\adc_s240.png,experiments\preprocessed_debug\masks\adc_s240.png,adc,240
experiments\preprocessed_debug\images\adc_s241.png,experiments\preprocessed_debug\masks\adc_s241.png,adc,241
experiments\preprocessed_debug\images\adc_s242.png,experiments\preprocessed_debug\masks\adc_s242.png,adc,242
experiments\preprocessed_debug\images\adc_s243.png,experiments\preprocessed_debug\masks\adc_s243.png,adc,243
experiments\preprocessed_debug\images\adc_s244.png,experiments\preprocessed_debug\masks\adc_s244.png,adc,244
experiments\preprocessed_debug\images\adc_s245.png,experiments\preprocessed_debug\masks\adc_s245.png,adc,245
experiments\preprocessed_debug\images\adc_s246.png,experiments\preprocessed_debug\masks\adc_s246.png,adc,246
experiments\preprocessed_debug\images\adc_s247.png,experiments\preprocessed_debug\masks\adc_s247.png,adc,247
experiments\preprocessed_debug\images\adc_s248.png,experiments\preprocessed_debug\masks\adc_s248.png,adc,248
experiments\preprocessed_debug\images\adc_s249.png,experiments\preprocessed_debug\masks\adc_s249.png,adc,249
experiments\preprocessed_debug\images\adc_s250.png,experiments\preprocessed_debug\masks\adc_s250.png,adc,250
experiments\preprocessed_debug\images\adc_s251.png,experiments\preprocessed_debug\masks\adc_s251.png,adc,251
experiments\preprocessed_debug\images\adc_s252.png,experiments\preprocessed_debug\masks\adc_s252.png,adc,252
experiments\preprocessed_debug\images\adc_s253.png,experiments\preprocessed_debug\masks\adc_s253.png,adc,253
experiments\preprocessed_debug\images\adc_s254.png,experiments\preprocessed_debug\masks\adc_s254.png,adc,254
experiments\preprocessed_debug\images\adc_s255.png,experiments\preprocessed_debug\masks\adc_s255.png,adc,255
experiments\preprocessed_debug\images\adc_s256.png,experiments\preprocessed_debug\masks\adc_s256.png,adc,256
experiments\preprocessed_debug\images\adc_s257.png,experiments\preprocessed_debug\masks\adc_s257.png,adc,257
experiments\preprocessed_debug\images\adc_s258.png,experiments\preprocessed_debug\masks\adc_s258.png,adc,258
experiments\preprocessed_debug\images\adc_s259.png,experiments\preprocessed_debug\masks\adc_s259.png,adc,259
experiments\preprocessed_debug\images\adc_s260.png,experiments\preprocessed_debug\masks\adc_s260.png,adc,260
experiments\preprocessed_debug\images\adc_s261.png,experiments\preprocessed_debug\masks\adc_s261.png,adc,261
experiments\preprocessed_debug\images\adc_s262.png,experiments\preprocessed_debug\masks\adc_s262.png,adc,262
experiments\preprocessed_debug\images\adc_s263.png,experiments\preprocessed_debug\masks\adc_s263.png,adc,263
experiments\preprocessed_debug\images\adc_s264.png,experiments\preprocessed_debug\masks\adc_s264.png,adc,264
experiments\preprocessed_debug\images\adc_s265.png,experiments\preprocessed_debug\masks\adc_s265.png,adc,265
experiments\preprocessed_debug\images\adc_s266.png,experiments\preprocessed_debug\masks\adc_s266.png,adc,266
experiments\preprocessed_debug\images\adc_s267.png,experiments\preprocessed_debug\masks\adc_s267.png,adc,267
experiments\preprocessed_debug\images\adc_s268.png,experiments\preprocessed_debug\masks\adc_s268.png,adc,268
experiments\preprocessed_debug\images\adc_s269.png,experiments\preprocessed_debug\masks\adc_s269.png,adc,269
experiments\preprocessed_debug\images\t2_s000.png,experiments\preprocessed_debug\masks\t2_s000.png,t2,0
experiments\preprocessed_debug\images\t2_s001.png,experiments\preprocessed_debug\masks\t2_s001.png,t2,1
experiments\preprocessed_debug\images\t2_s002.png,experiments\preprocessed_debug\masks\t2_s002.png,t2,2
experiments\preprocessed_debug\images\t2_s003.png,experiments\preprocessed_debug\masks\t2_s003.png,t2,3
experiments\preprocessed_debug\images\t2_s004.png,experiments\preprocessed_debug\masks\t2_s004.png,t2,4
experiments\preprocessed_debug\images\t2_s005.png,experiments\preprocessed_debug\masks\t2_s005.png,t2,5
experiments\preprocessed_debug\images\t2_s006.png,experiments\preprocessed_debug\masks\t2_s006.png,t2,6
experiments\preprocessed_debug\images\t2_s007.png,experiments\preprocessed_debug\masks\t2_s007.png,t2,7
experiments\preprocessed_debug\images\t2_s008.png,experiments\preprocessed_debug\masks\t2_s008.png,t2,8
experiments\preprocessed_debug\images\t2_s009.png,experiments\preprocessed_debug\masks\t2_s009.png,t2,9
experiments\preprocessed_debug\images\t2_s010.png,experiments\preprocessed_debug\masks\t2_s010.png,t2,10
experiments\preprocessed_debug\images\t2_s011.png,experiments\preprocessed_debug\masks\t2_s011.png,t2,11
experiments\preprocessed_debug\images\t2_s012.png,experiments\preprocessed_debug\masks\t2_s012.png,t2,12
experiments\preprocessed_debug\images\t2_s013.png,experiments\preprocessed_debug\masks\t2_s013.png,t2,13
experiments\preprocessed_debug\images\t2_s014.png,experiments\preprocessed_debug\masks\t2_s014.png,t2,14
experiments\preprocessed_debug\images\t2_s015.png,experiments\preprocessed_debug\masks\t2_s015.png,t2,15
experiments\preprocessed_debug\images\t2_s016.png,experiments\preprocessed_debug\masks\t2_s016.png,t2,16
experiments\preprocessed_debug\images\t2_s017.png,experiments\preprocessed_debug\masks\t2_s017.png,t2,17
experiments\preprocessed_debug\images\t2_s018.png,experiments\preprocessed_debug\masks\t2_s018.png,t2,18
experiments\preprocessed_debug\images\t2_s019.png,experiments\preprocessed_debug\masks\t2_s019.png,t2,19
experiments\preprocessed_debug\images\t2_s020.png,experiments\preprocessed_debug\masks\t2_s020.png,t2,20
experiments\preprocessed_debug\images\t2_s021.png,experiments\preprocessed_debug\masks\t2_s021.png,t2,21
experiments\preprocessed_debug\images\t2_s022.png,experiments\preprocessed_debug\masks\t2_s022.png,t2,22
experiments\preprocessed_debug\images\t2_s023.png,experiments\preprocessed_debug\masks\t2_s023.png,t2,23
experiments\preprocessed_debug\images\t2_s024.png,experiments\preprocessed_debug\masks\t2_s024.png,t2,24
experiments\preprocessed_debug\images\t2_s025.png,experiments\preprocessed_debug\masks\t2_s025.png,t2,25
experiments\preprocessed_debug\images\t2_s026.png,experiments\preprocessed_debug\masks\t2_s026.png,t2,26
experiments\preprocessed_debug\images\t2_s027.png,experiments\preprocessed_debug\masks\t2_s027.png,t2,27
experiments\preprocessed_debug\images\t2_s028.png,experiments\preprocessed_debug\masks\t2_s028.png,t2,28
experiments\preprocessed_debug\images\t2_s029.png,experiments\preprocessed_debug\masks\t2_s029.png,t2,29
experiments\preprocessed_debug\images\t2_s030.png,experiments\preprocessed_debug\masks\t2_s030.png,t2,30
experiments\preprocessed_debug\images\t2_s031.png,experiments\preprocessed_debug\masks\t2_s031.png,t2,31
experiments\preprocessed_debug\images\t2_s032.png,experiments\preprocessed_debug\masks\t2_s032.png,t2,32
experiments\preprocessed_debug\images\t2_s033.png,experiments\preprocessed_debug\masks\t2_s033.png,t2,33
experiments\preprocessed_debug\images\t2_s034.png,experiments\preprocessed_debug\masks\t2_s034.png,t2,34
experiments\preprocessed_debug\images\t2_s035.png,experiments\preprocessed_debug\masks\t2_s035.png,t2,35
experiments\preprocessed_debug\images\t2_s036.png,experiments\preprocessed_debug\masks\t2_s036.png,t2,36
experiments\preprocessed_debug\images\t2_s037.png,experiments\preprocessed_debug\masks\t2_s037.png,t2,37
experiments\preprocessed_debug\images\t2_s038.png,experiments\preprocessed_debug\masks\t2_s038.png,t2,38
experiments\preprocessed_debug\images\t2_s039.png,experiments\preprocessed_debug\masks\t2_s039.png,t2,39
experiments\preprocessed_debug\images\t2_s040.png,experiments\preprocessed_debug\masks\t2_s040.png,t2,40
experiments\preprocessed_debug\images\t2_s041.png,experiments\preprocessed_debug\masks\t2_s041.png,t2,41
experiments\preprocessed_debug\images\t2_s042.png,experiments\preprocessed_debug\masks\t2_s042.png,t2,42
experiments\preprocessed_debug\images\t2_s043.png,experiments\preprocessed_debug\masks\t2_s043.png,t2,43
experiments\preprocessed_debug\images\t2_s044.png,experiments\preprocessed_debug\masks\t2_s044.png,t2,44
experiments\preprocessed_debug\images\t2_s045.png,experiments\preprocessed_debug\masks\t2_s045.png,t2,45
experiments\preprocessed_debug\images\t2_s046.png,experiments\preprocessed_debug\masks\t2_s046.png,t2,46
experiments\preprocessed_debug\images\t2_s047.png,experiments\preprocessed_debug\masks\t2_s047.png,t2,47
experiments\preprocessed_debug\images\t2_s048.png,experiments\preprocessed_debug\masks\t2_s048.png,t2,48
experiments\preprocessed_debug\images\t2_s049.png,experiments\preprocessed_debug\masks\t2_s049.png,t2,49
experiments\preprocessed_debug\images\t2_s050.png,experiments\preprocessed_debug\masks\t2_s050.png,t2,50
experiments\preprocessed_debug\images\t2_s051.png,experiments\preprocessed_debug\masks\t2_s051.png,t2,51
experiments\preprocessed_debug\images\t2_s052.png,experiments\preprocessed_debug\masks\t2_s052.png,t2,52
experiments\preprocessed_debug\images\t2_s053.png,experiments\preprocessed_debug\masks\t2_s053.png,t2,53
experiments\preprocessed_debug\images\t2_s054.png,experiments\preprocessed_debug\masks\t2_s054.png,t2,54
experiments\preprocessed_debug\images\t2_s055.png,experiments\preprocessed_debug\masks\t2_s055.png,t2,55
experiments\preprocessed_debug\images\t2_s056.png,experiments\preprocessed_debug\masks\t2_s056.png,t2,56
experiments\preprocessed_debug\images\t2_s057.png,experiments\preprocessed_debug\masks\t2_s057.png,t2,57
experiments\preprocessed_debug\images\t2_s058.png,experiments\preprocessed_debug\masks\t2_s058.png,t2,58
experiments\preprocessed_debug\images\t2_s059.png,experiments\preprocessed_debug\masks\t2_s059.png,t2,59
experiments\preprocessed_debug\images\t2_s060.png,experiments\preprocessed_debug\masks\t2_s060.png,t2,60
experiments\preprocessed_debug\images\t2_s061.png,experiments\preprocessed_debug\masks\t2_s061.png,t2,61
experiments\preprocessed_debug\images\t2_s062.png,experiments\preprocessed_debug\masks\t2_s062.png,t2,62
experiments\preprocessed_debug\images\t2_s063.png,experiments\preprocessed_debug\masks\t2_s063.png,t2,63
experiments\preprocessed_debug\images\t2_s064.png,experiments\preprocessed_debug\masks\t2_s064.png,t2,64
experiments\preprocessed_debug\images\t2_s065.png,experiments\preprocessed_debug\masks\t2_s065.png,t2,65
experiments\preprocessed_debug\images\t2_s066.png,experiments\preprocessed_debug\masks\t2_s066.png,t2,66
experiments\preprocessed_debug\images\t2_s067.png,experiments\preprocessed_debug\masks\t2_s067.png,t2,67
experiments\preprocessed_debug\images\t2_s068.png,experiments\preprocessed_debug\masks\t2_s068.png,t2,68
experiments\preprocessed_debug\images\t2_s069.png,experiments\preprocessed_debug\masks\t2_s069.png,t2,69
experiments\preprocessed_debug\images\t2_s070.png,experiments\preprocessed_debug\masks\t2_s070.png,t2,70
experiments\preprocessed_debug\images\t2_s071.png,experiments\preprocessed_debug\masks\t2_s071.png,t2,71
experiments\preprocessed_debug\images\t2_s072.png,experiments\preprocessed_debug\masks\t2_s072.png,t2,72
experiments\preprocessed_debug\images\t2_s073.png,experiments\preprocessed_debug\masks\t2_s073.png,t2,73
experiments\preprocessed_debug\images\t2_s074.png,experiments\preprocessed_debug\masks\t2_s074.png,t2,74
experiments\preprocessed_debug\images\t2_s075.png,experiments\preprocessed_debug\masks\t2_s075.png,t2,75
experiments\preprocessed_debug\images\t2_s076.png,experiments\preprocessed_debug\masks\t2_s076.png,t2,76
experiments\preprocessed_debug\images\t2_s077.png,experiments\preprocessed_debug\masks\t2_s077.png,t2,77
experiments\preprocessed_debug\images\t2_s078.png,experiments\preprocessed_debug\masks\t2_s078.png,t2,78
experiments\preprocessed_debug\images\t2_s079.png,experiments\preprocessed_debug\masks\t2_s079.png,t2,79
experiments\preprocessed_debug\images\t2_s080.png,experiments\preprocessed_debug\masks\t2_s080.png,t2,80
experiments\preprocessed_debug\images\t2_s081.png,experiments\preprocessed_debug\masks\t2_s081.png,t2,81
experiments\preprocessed_debug\images\t2_s082.png,experiments\preprocessed_debug\masks\t2_s082.png,t2,82
experiments\preprocessed_debug\images\t2_s083.png,experiments\preprocessed_debug\masks\t2_s083.png,t2,83
experiments\preprocessed_debug\images\t2_s084.png,experiments\preprocessed_debug\masks\t2_s084.png,t2,84
experiments\preprocessed_debug\images\t2_s085.png,experiments\preprocessed_debug\masks\t2_s085.png,t2,85
experiments\preprocessed_debug\images\t2_s086.png,experiments\preprocessed_debug\masks\t2_s086.png,t2,86
experiments\preprocessed_debug\images\t2_s087.png,experiments\preprocessed_debug\masks\t2_s087.png,t2,87
experiments\preprocessed_debug\images\t2_s088.png,experiments\preprocessed_debug\masks\t2_s088.png,t2,88
experiments\preprocessed_debug\images\t2_s089.png,experiments\preprocessed_debug\masks\t2_s089.png,t2,89
experiments\preprocessed_debug\images\t2_s090.png,experiments\preprocessed_debug\masks\t2_s090.png,t2,90
experiments\preprocessed_debug\images\t2_s091.png,experiments\preprocessed_debug\masks\t2_s091.png,t2,91
experiments\preprocessed_debug\images\t2_s092.png,experiments\preprocessed_debug\masks\t2_s092.png,t2,92
experiments\preprocessed_debug\images\t2_s093.png,experiments\preprocessed_debug\masks\t2_s093.png,t2,93
experiments\preprocessed_debug\images\t2_s094.png,experiments\preprocessed_debug\masks\t2_s094.png,t2,94
experiments\preprocessed_debug\images\t2_s095.png,experiments\preprocessed_debug\masks\t2_s095.png,t2,95
experiments\preprocessed_debug\images\t2_s096.png,experiments\preprocessed_debug\masks\t2_s096.png,t2,96
experiments\preprocessed_debug\images\t2_s097.png,experiments\preprocessed_debug\masks\t2_s097.png,t2,97
experiments\preprocessed_debug\images\t2_s098.png,experiments\preprocessed_debug\masks\t2_s098.png,t2,98
experiments\preprocessed_debug\images\t2_s099.png,experiments\preprocessed_debug\masks\t2_s099.png,t2,99
experiments\preprocessed_debug\images\t2_s100.png,experiments\preprocessed_debug\masks\t2_s100.png,t2,100
experiments\preprocessed_debug\images\t2_s101.png,experiments\preprocessed_debug\masks\t2_s101.png,t2,101
experiments\preprocessed_debug\images\t2_s102.png,experiments\preprocessed_debug\masks\t2_s102.png,t2,102
experiments\preprocessed_debug\images\t2_s103.png,experiments\preprocessed_debug\masks\t2_s103.png,t2,103
experiments\preprocessed_debug\images\t2_s104.png,experiments\preprocessed_debug\masks\t2_s104.png,t2,104
experiments\preprocessed_debug\images\t2_s105.png,experiments\preprocessed_debug\masks\t2_s105.png,t2,105
experiments\preprocessed_debug\images\t2_s106.png,experiments\preprocessed_debug\masks\t2_s106.png,t2,106
experiments\preprocessed_debug\images\t2_s107.png,experiments\preprocessed_debug\masks\t2_s107.png,t2,107
experiments\preprocessed_debug\images\t2_s108.png,experiments\preprocessed_debug\masks\t2_s108.png,t2,108
experiments\preprocessed_debug\images\t2_s109.png,experiments\preprocessed_debug\masks\t2_s109.png,t2,109
experiments\preprocessed_debug\images\t2_s110.png,experiments\preprocessed_debug\masks\t2_s110.png,t2,110
experiments\preprocessed_debug\images\t2_s111.png,experiments\preprocessed_debug\masks\t2_s111.png,t2,111
experiments\preprocessed_debug\images\t2_s112.png,experiments\preprocessed_debug\masks\t2_s112.png,t2,112
experiments\preprocessed_debug\images\t2_s113.png,experiments\preprocessed_debug\masks\t2_s113.png,t2,113
experiments\preprocessed_debug\images\t2_s114.png,experiments\preprocessed_debug\masks\t2_s114.png,t2,114
experiments\preprocessed_debug\images\t2_s115.png,experiments\preprocessed_debug\masks\t2_s115.png,t2,115
experiments\preprocessed_debug\images\t2_s116.png,experiments\preprocessed_debug\masks\t2_s116.png,t2,116
experiments\preprocessed_debug\images\t2_s117.png,experiments\preprocessed_debug\masks\t2_s117.png,t2,117
experiments\preprocessed_debug\images\t2_s118.png,experiments\preprocessed_debug\masks\t2_s118.png,t2,118
experiments\preprocessed_debug\images\t2_s119.png,experiments\preprocessed_debug\masks\t2_s119.png,t2,119
experiments\preprocessed_debug\images\t2_s120.png,experiments\preprocessed_debug\masks\t2_s120.png,t2,120
experiments\preprocessed_debug\images\t2_s121.png,experiments\preprocessed_debug\masks\t2_s121.png,t2,121
experiments\preprocessed_debug\images\t2_s122.png,experiments\preprocessed_debug\masks\t2_s122.png,t2,122
experiments\preprocessed_debug\images\t2_s123.png,experiments\preprocessed_debug\masks\t2_s123.png,t2,123
experiments\preprocessed_debug\images\t2_s124.png,experiments\preprocessed_debug\masks\t2_s124.png,t2,124
experiments\preprocessed_debug\images\t2_s125.png,experiments\preprocessed_debug\masks\t2_s125.png,t2,125
experiments\preprocessed_debug\images\t2_s126.png,experiments\preprocessed_debug\masks\t2_s126.png,t2,126
experiments\preprocessed_debug\images\t2_s127.png,experiments\preprocessed_debug\masks\t2_s127.png,t2,127
experiments\preprocessed_debug\images\t2_s128.png,experiments\preprocessed_debug\masks\t2_s128.png,t2,128
experiments\preprocessed_debug\images\t2_s129.png,experiments\preprocessed_debug\masks\t2_s129.png,t2,129
experiments\preprocessed_debug\images\t2_s130.png,experiments\preprocessed_debug\masks\t2_s130.png,t2,130
experiments\preprocessed_debug\images\t2_s131.png,experiments\preprocessed_debug\masks\t2_s131.png,t2,131
experiments\preprocessed_debug\images\t2_s132.png,experiments\preprocessed_debug\masks\t2_s132.png,t2,132
experiments\preprocessed_debug\images\t2_s133.png,experiments\preprocessed_debug\masks\t2_s133.png,t2,133
experiments\preprocessed_debug\images\t2_s134.png,experiments\preprocessed_debug\masks\t2_s134.png,t2,134
experiments\preprocessed_debug\images\t2_s135.png,experiments\preprocessed_debug\masks\t2_s135.png,t2,135
experiments\preprocessed_debug\images\t2_s136.png,experiments\preprocessed_debug\masks\t2_s136.png,t2,136
experiments\preprocessed_debug\images\t2_s137.png,experiments\preprocessed_debug\masks\t2_s137.png,t2,137
experiments\preprocessed_debug\images\t2_s138.png,experiments\preprocessed_debug\masks\t2_s138.png,t2,138
experiments\preprocessed_debug\images\t2_s139.png,experiments\preprocessed_debug\masks\t2_s139.png,t2,139
experiments\preprocessed_debug\images\t2_s140.png,experiments\preprocessed_debug\masks\t2_s140.png,t2,140
experiments\preprocessed_debug\images\t2_s141.png,experiments\preprocessed_debug\masks\t2_s141.png,t2,141
experiments\preprocessed_debug\images\t2_s142.png,experiments\preprocessed_debug\masks\t2_s142.png,t2,142
experiments\preprocessed_debug\images\t2_s143.png,experiments\preprocessed_debug\masks\t2_s143.png,t2,143
experiments\preprocessed_debug\images\t2_s144.png,experiments\preprocessed_debug\masks\t2_s144.png,t2,144
experiments\preprocessed_debug\images\t2_s145.png,experiments\preprocessed_debug\masks\t2_s145.png,t2,145
experiments\preprocessed_debug\images\t2_s146.png,experiments\preprocessed_debug\masks\t2_s146.png,t2,146
experiments\preprocessed_debug\images\t2_s147.png,experiments\preprocessed_debug\masks\t2_s147.png,t2,147
experiments\preprocessed_debug\images\t2_s148.png,experiments\preprocessed_debug\masks\t2_s148.png,t2,148
experiments\preprocessed_debug\images\t2_s149.png,experiments\preprocessed_debug\masks\t2_s149.png,t2,149
experiments\preprocessed_debug\images\t2_s150.png,experiments\preprocessed_debug\masks\t2_s150.png,t2,150
experiments\preprocessed_debug\images\t2_s151.png,experiments\preprocessed_debug\masks\t2_s151.png,t2,151
experiments\preprocessed_debug\images\t2_s152.png,experiments\preprocessed_debug\masks\t2_s152.png,t2,152
experiments\preprocessed_debug\images\t2_s153.png,experiments\preprocessed_debug\masks\t2_s153.png,t2,153
experiments\preprocessed_debug\images\t2_s154.png,experiments\preprocessed_debug\masks\t2_s154.png,t2,154
experiments\preprocessed_debug\images\t2_s155.png,experiments\preprocessed_debug\masks\t2_s155.png,t2,155
experiments\preprocessed_debug\images\t2_s156.png,experiments\preprocessed_debug\masks\t2_s156.png,t2,156
experiments\preprocessed_debug\images\t2_s157.png,experiments\preprocessed_debug\masks\t2_s157.png,t2,157
experiments\preprocessed_debug\images\t2_s158.png,experiments\preprocessed_debug\masks\t2_s158.png,t2,158
